food_id,wikipedia_id,food_group,food_subgroup,ncbi_taxonomy_id,db,rank,matched_taxid,kingdom,phylum,class,order,family,genus,species,taxon,taxrank,kraken_raw_reads,reads,sample_id,lineage,taxid_lineage,relative_abundance,total_reads,total_raw_reads,bacteria_reads,human_reads
500,Teff,Herbs and Spices,Herbs,110835,genbank,species,110835,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Eragrostis,Eragrostis tef,Eragrostis tef,species,2683,2700,positive_4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Eragrostis;s__Eragrostis tef,2759;35493;3398;38820;4479;38413;110835,0.000309568167311734,8721827,5418480,7892727,2664
383,Horse,Animal foods,Equines,9796,genbank,species,9796,Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Equus caballus,species,10040,10358,positive_4,k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus caballus,2759;7711;40674;9787;9788;9789;9796,0.00118759521370924,8721827,5418480,7892727,2664
365,Emu,Animal foods,Poultry,8790,genbank,species,8790,Eukaryota,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae,Dromaius novaehollandiae,species,40,42,positive_4,k__Eukaryota;p__Chordata;c__Aves;o__Casuariiformes;f__Dromaiidae;g__Dromaius;s__Dromaius novaehollandiae,2759;7711;8782;8784;8788;8789;8790,4.8155048248492e-06,8721827,5418480,7892727,2664
53,Citrus_aurantiifolia,Fruits,Citrus,159033,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x aurantiifolia,Citrus,genus,34,34,positive_2,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Rutaceae;g__Citrus;s__,2759;35493;3398;41937;23513;2706;,3.92493356761339e-06,8662567,5503861,7891590,2334
255,"",Fruits,Citrus,37656,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x paradisi,Citrus,genus,34,34,positive_2,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Rutaceae;g__Citrus;s__,2759;35493;3398;41937;23513;2706;,3.92493356761339e-06,8662567,5503861,7891590,2334
256,Grapefruit,Fruits,Citrus,37656,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x paradisi,Citrus,genus,34,34,positive_2,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Rutaceae;g__Citrus;s__,2759;35493;3398;41937;23513;2706;,3.92493356761339e-06,8662567,5503861,7891590,2334
398,Kumquat,Fruits,Tropical fruits,2706,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,"",Citrus,genus,34,34,positive_2,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Rutaceae;g__Citrus;s__,2759;35493;3398;41937;23513;2706;,3.92493356761339e-06,8662567,5503861,7891590,2334
557,Persian_lime,Fruits,Citrus,200541,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x latifolia,Citrus,genus,34,34,positive_2,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Rutaceae;g__Citrus;s__,2759;35493;3398;41937;23513;2706;,3.92493356761339e-06,8662567,5503861,7891590,2334
,,,,,,,,,,,,,,,,species,0,0,negative_1,,,0,8770426,5471372,8768617,1809
,,,,,,,,,,,,,,,,species,0,0,negative_2,,,0,8771518,5473023,8769679,1839
,,,,,,,,,,,,,,,,species,0,0,negative_3,,,0,8770451,5473149,8768621,1830
,,,,,,,,,,,,,,,,species,0,0,negative_4,,,0,8768348,5470818,8766513,1835
